   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.71582,             0.47057,             0.54571,             0.28253,            0.063373,            0.072648,           0.0069091,             0.01144,             0.01051,             0.86326,             0.00033,              2.7087,             0.87566,             0.09662,             0.04954,             0.36685,             0.52158,              1.1545,             0.98352,                 0.2,              3.0923,                   0,             0.01323,             0.80547,             0.44308,                   0,              0.0817,             0.49006,                   0,                   0,                   0,                 0.5,              0.9462,                   0,                   0,              3.2033
             0.67883,             0.51891,             0.56211,             0.29777,            0.076121,            0.063136,            0.005988,             0.01048,             0.01302,             0.85948,             0.00033,               2.702,             0.90044,             0.09738,              0.0629,             0.33242,             0.52576,             0.96742,               1.005,                 0.2,              3.1029,                   0,             0.01327,             0.83666,             0.49727,                   0,              0.0817,             0.44617,                   0,                   0,                   0,                 0.5,             0.87717,                   0,                   0,               2.647
             0.70586,             0.51072,             0.56259,             0.29797,            0.064621,            0.060358,           0.0073867,             0.01125,             0.01125,             0.82859,             0.00031,              2.8386,              0.9143,             0.09659,             0.05053,              0.3771,             0.53414,              1.0162,             0.94541,                 0.2,               3.097,                   0,             0.01394,             0.84775,             0.44182,                   0,             0.07897,             0.51231,                   0,                   0,                   0,                 0.5,             0.94001,                   0,                   0,              2.6628
             0.64343,             0.54739,             0.55394,             0.29035,            0.063518,             0.06647,           0.0066741,             0.01211,             0.01007,             0.87097,             0.00034,              2.7087,             0.83435,             0.11644,             0.04954,              0.3895,                 0.5,              1.0741,               1.011,                 0.2,              2.9831,                   0,             0.01477,                 0.9,             0.42685,                   0,             0.07922,             0.48717,                   0,                   0,                   0,                 0.5,             0.94001,                   0,                   0,              3.3825
             0.68859,              0.5109,             0.54584,             0.29606,            0.065774,             0.11754,           0.0076202,             0.01215,             0.01165,             0.82163,             0.00034,              2.5288,                0.95,             0.09902,             0.04937,             0.37838,             0.53088,              1.5024,              1.0535,                 0.2,              3.9662,                   0,             0.01327,             0.85637,             0.40862,                   0,             0.10706,             0.48922,                   0,                   0,                   0,                 0.5,             0.94001,                   0,                   0,              2.9261
             0.70198,             0.52141,             0.55265,             0.29609,            0.054459,             0.06028,           0.0098427,             0.01133,             0.01007,             0.87238,             0.00035,              3.1768,                0.95,             0.09902,             0.04433,             0.36678,             0.68122,               1.148,             0.76272,                 0.2,              3.2645,                   0,             0.01538,              0.8278,             0.39534,                   0,             0.08548,             0.60702,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.69945,             0.51256,             0.55848,             0.29351,            0.055204,            0.096038,           0.0066119,             0.01317,                0.01,             0.86544,             0.00033,              2.7656,                0.95,             0.10996,             0.04756,             0.37193,             0.53088,              1.4154,             0.98785,                 0.2,              3.1029,                   0,             0.00762,                 0.9,              0.4469,                   0,             0.11101,             0.48717,                   0,                   0,                   0,                 0.5,             0.78592,                   0,                   0,              2.8464
             0.69449,             0.50586,              0.5459,             0.29271,            0.062786,            0.092283,           0.0064834,             0.00863,                0.01,             0.80648,             0.00036,              2.7087,             0.93874,             0.07665,             0.04954,             0.36678,                 0.5,              1.2826,              1.1861,                 0.2,              3.1029,                   0,             0.01525,              0.6968,             0.51742,                   0,              0.0817,             0.41014,                   0,                   0,                   0,                 0.5,             0.90448,                   0,                   0,              3.0924
             0.67278,             0.50905,             0.55397,             0.29516,            0.060353,            0.067009,           0.0065472,             0.01069,             0.01003,             0.88445,             0.00033,              2.7087,             0.90044,             0.09902,             0.04954,             0.37047,             0.51252,              1.1425,             0.86921,                 0.2,              3.1029,                   0,             0.01327,             0.82744,             0.49176,                   0,             0.07785,             0.46227,                   0,                   0,                   0,                 0.5,              0.9579,                   0,                   0,              2.9159
             0.69978,             0.50738,             0.56791,             0.31447,            0.059404,            0.068954,           0.0073717,             0.01258,                0.01,             0.85948,             0.00033,              2.3578,             0.82381,             0.09001,             0.04974,             0.41931,             0.63436,              1.0713,              1.0464,                 0.2,               2.872,                   0,             0.01274,             0.82744,             0.48933,                   0,             0.08865,             0.48717,                   0,                   0,                   0,                 0.5,             0.94001,                   0,                   0,              3.0393
             0.61892,             0.42872,             0.46826,             0.22073,            0.066389,            0.057474,            0.011168,             0.00924,                0.01,             0.86052,             0.00029,              2.5995,             0.90044,             0.09725,             0.05222,             0.36754,             0.64837,               1.148,             0.98207,                 0.2,              2.7506,                   0,             0.01775,              0.7249,              0.4469,                   0,             0.06786,             0.49991,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.7407
             0.65155,             0.50808,             0.55414,             0.29531,            0.057866,            0.071222,           0.0066489,             0.01078,             0.01007,             0.86674,             0.00033,              2.7087,             0.90044,             0.09927,             0.04674,             0.36678,             0.53088,               1.075,              1.0367,                 0.2,              3.1029,                   0,             0.01654,                 0.9,             0.43525,                   0,              0.0817,             0.56093,                   0,                   0,                   0,                 0.5,             0.92922,                   0,                   0,              3.2615
             0.66749,             0.53294,             0.55172,             0.29398,            0.061427,             0.07364,            0.006788,             0.01123,             0.01008,             0.85823,             0.00033,              2.7123,             0.90152,             0.09902,             0.04958,             0.36798,              0.5304,               1.148,             0.98461,                 0.2,              3.1031,                   0,             0.01327,             0.82744,             0.44704,                   0,              0.0817,             0.48717,                   0,                   0,                   0,                 0.5,             0.94001,                   0,                   0,              3.0393
             0.71038,             0.51771,             0.55846,             0.29415,            0.062543,             0.06877,           0.0065555,             0.01124,                0.01,             0.85943,             0.00033,              2.7087,             0.90044,             0.10088,             0.04992,             0.37509,             0.54362,              1.1172,              0.9692,                 0.2,              3.0595,                   0,             0.01327,             0.83386,             0.45375,                   0,             0.08057,             0.49214,                   0,                   0,                   0,                 0.5,             0.95613,                   0,                   0,              3.0256
             0.69323,             0.52028,             0.55593,              0.3047,            0.060781,            0.082777,           0.0079381,             0.01105,             0.01009,             0.88002,             0.00031,              2.8853,             0.84482,             0.09902,             0.04851,             0.39175,             0.57131,              1.2453,             0.92755,                 0.2,               3.552,                   0,             0.01327,                 0.9,             0.42556,                   0,             0.08099,             0.48036,                   0,                   0,                   0,                 0.5,             0.88022,                   0,                   0,              3.0393
             0.68725,             0.50938,             0.54379,             0.29309,             0.06502,            0.080415,            0.008211,             0.01025,             0.01012,             0.87703,             0.00031,              2.8853,             0.83503,             0.09704,             0.04851,             0.39175,             0.53011,              1.2983,             0.87438,                 0.2,              3.6351,                   0,             0.01286,             0.88537,             0.43749,                   0,             0.08099,             0.51367,                   0,                   0,                   0,                 0.5,             0.85274,                   0,                   0,              3.0751
             0.70259,             0.47153,             0.53056,              0.2774,            0.076078,            0.077295,           0.0087258,             0.01044,             0.01047,             0.88002,             0.00029,              2.9369,             0.84134,             0.09723,             0.05445,             0.35704,             0.65398,              1.1496,             0.92755,                 0.2,              3.8741,                   0,             0.01196,                 0.9,             0.45517,                   0,             0.08871,             0.51061,                   0,                   0,                   0,                 0.5,             0.94327,                   0,                   0,              3.2452
             0.66745,             0.52141,             0.55643,             0.30058,            0.062967,            0.084265,           0.0083415,              0.0113,                0.01,             0.88002,             0.00031,                2.57,             0.84236,             0.09633,             0.04849,             0.39175,             0.56145,              1.2937,             0.92755,                 0.2,              3.5314,                   0,             0.01327,             0.88303,             0.43276,                   0,             0.08512,             0.50746,                   0,                   0,                   0,                 0.5,             0.88022,                   0,                   0,               3.046
             0.69822,              0.4466,             0.48651,             0.25458,            0.055666,            0.073496,            0.010053,             0.00873,                0.01,             0.91669,             0.00032,              3.4587,             0.77951,             0.12255,             0.04129,             0.31977,             0.57131,              1.2715,             0.92755,                 0.2,               3.552,                   0,              0.0158,                 0.9,             0.42556,                   0,             0.06703,             0.41143,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               4.552
             0.71431,             0.46543,             0.51464,              0.2703,            0.092556,            0.096809,            0.010386,             0.01191,             0.01553,             0.85446,             0.00025,              3.3251,                0.95,             0.06077,              0.0665,             0.39175,                 0.5,              1.2453,              1.1359,                 0.2,              3.8996,                   0,             0.01513,             0.72307,             0.39816,                   0,             0.07233,             0.51313,                   0,                   0,                   0,                 0.5,               0.661,                   0,                   0,              2.0429
             0.73287,             0.50226,             0.54629,             0.28953,            0.063017,            0.092079,           0.0098406,             0.01105,             0.01078,             0.89905,             0.00027,              2.8669,             0.86597,             0.09902,             0.04927,             0.48842,             0.57131,              1.4044,             0.98265,                 0.2,              3.3279,                   0,             0.01298,             0.88489,             0.48921,                   0,             0.06921,             0.39639,                   0,                   0,                   0,                 0.5,             0.95428,                   0,                   0,              2.6518
             0.65041,             0.52252,              0.5446,             0.29161,            0.064028,            0.077499,           0.0072734,             0.01177,                0.01,             0.87663,             0.00031,              2.8853,             0.86533,              0.1048,              0.0493,             0.37841,             0.57193,              1.2328,             0.91744,                 0.2,              3.3658,                   0,             0.01327,                 0.9,             0.42423,                   0,             0.08233,             0.47487,                   0,                   0,                   0,                 0.5,             0.90882,                   0,                   0,               3.433
             0.70059,             0.48161,             0.53793,             0.28668,            0.063401,             0.08957,           0.0085166,             0.01076,             0.01009,               0.895,             0.00031,               2.739,             0.84482,             0.09498,             0.04818,             0.41775,             0.57131,              1.3448,             0.92755,                 0.2,               3.552,                   0,             0.01342,             0.85349,             0.39858,                   0,              0.0795,             0.50362,                   0,                   0,                   0,                 0.5,             0.98217,                   0,                   0,              2.6831
             0.69177,             0.51331,             0.54508,             0.29899,            0.063453,            0.067179,           0.0090836,             0.01256,                0.01,             0.87029,             0.00039,              2.8853,             0.87872,             0.09351,             0.04851,             0.45757,                 0.5,              1.0669,             0.92755,                 0.2,              3.4203,                   0,             0.01327,             0.77953,              0.4457,                   0,             0.09351,             0.50621,                   0,                   0,                   0,                 0.5,             0.98943,                   0,                   0,              3.0393
              0.6862,             0.52131,             0.54931,             0.29164,            0.055793,            0.085799,           0.0098844,             0.00985,             0.01026,             0.89583,             0.00031,              2.9259,             0.84482,             0.10572,             0.04184,             0.45363,             0.58468,              1.3353,             0.92755,                 0.2,               3.552,                   0,              0.0133,             0.77296,             0.42556,                   0,             0.08099,             0.45879,                   0,                   0,                   0,                 0.5,             0.88022,                   0,                   0,              3.0393
               0.707,             0.45767,             0.49337,             0.21702,             0.08865,             0.08165,            0.011842,             0.00991,                0.01,             0.88227,             0.00032,              3.1821,             0.82452,             0.09774,             0.06826,             0.39175,             0.62074,              1.1712,               1.202,                 0.2,              3.3811,                   0,             0.01603,             0.88188,             0.42556,                   0,             0.08094,             0.46722,                   0,                   0,                   0,                 0.5,              0.6868,                   0,                   0,              4.2061
             0.63272,             0.44783,             0.47159,             0.23108,             0.06735,            0.073836,           0.0099895,             0.01195,             0.01056,              0.8615,             0.00033,              2.8853,             0.88438,             0.11155,             0.04872,             0.36071,             0.50201,              1.2281,             0.92755,                 0.2,              3.8664,                   0,             0.01327,             0.85741,             0.53697,                   0,             0.07974,             0.48036,                   0,                   0,                   0,                 0.5,             0.94677,                   0,                   0,              3.7468
             0.68384,             0.49919,             0.51581,             0.25816,            0.065129,            0.080016,           0.0097921,             0.01097,             0.01009,              0.8378,             0.00031,              2.8292,              0.8768,             0.08963,             0.05192,             0.37561,             0.53896,              1.2692,             0.99825,                 0.2,              3.2356,                   0,             0.00995,                 0.9,             0.42556,                   0,             0.07734,             0.48036,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.4121
             0.66113,             0.50604,             0.53892,             0.29127,            0.061596,            0.087291,           0.0078737,             0.01138,                0.01,             0.86189,              0.0003,              2.8853,             0.87655,             0.09486,             0.04851,             0.39175,             0.56283,              1.3384,             0.90241,                 0.2,               3.552,                   0,             0.01372,                 0.9,             0.42467,                   0,              0.0838,             0.50229,                   0,                   0,                   0,                 0.5,             0.86814,                   0,                   0,              2.8197
             0.69481,             0.50721,             0.54701,             0.28945,             0.06695,             0.08166,           0.0088748,             0.01187,                0.01,             0.83209,             0.00033,              2.5996,                0.95,             0.09902,             0.04876,             0.39175,             0.56784,              1.2453,             0.86228,                 0.2,              4.3165,                   0,             0.01327,                 0.9,              0.4438,                   0,              0.0764,              0.4993,                   0,                   0,                   0,                 0.5,              0.7391,                   0,                   0,              3.0393
             0.67929,             0.50442,             0.54145,             0.29134,            0.062077,            0.069753,           0.0071658,             0.01105,             0.01007,               0.861,             0.00031,              3.6045,             0.90114,             0.10534,             0.04762,             0.35406,             0.64701,              1.1091,             0.91976,                 0.2,              3.3972,                   0,             0.01277,                 0.9,             0.46526,                   0,              0.0745,             0.57073,                   0,                   0,                   0,                 0.5,             0.93533,                   0,                   0,              2.5314
             0.68275,             0.53344,             0.55262,             0.30541,            0.061636,            0.082508,           0.0085254,             0.01105,             0.01025,             0.89073,              0.0003,              2.7202,             0.80058,             0.09846,             0.04749,             0.40358,             0.58635,              1.2508,             0.91737,                 0.2,              3.6969,                   0,             0.01295,                 0.9,             0.42556,                   0,             0.07659,             0.46831,                   0,                   0,                   0,                 0.5,             0.88022,                   0,                   0,              3.0393
              0.6872,             0.52856,             0.56633,             0.30645,            0.059442,            0.055263,           0.0086464,             0.00847,             0.01041,             0.97193,             0.00052,              3.7529,              0.8722,             0.10774,             0.06102,             0.49992,              1.0351,              1.1412,              1.1793,                 0.2,              2.1315,                   0,             0.01469,             0.65634,             0.39322,                   0,             0.14094,             0.63564,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7625
             0.64658,             0.55859,             0.56611,             0.29363,            0.060084,            0.066764,           0.0082707,             0.00852,             0.01305,             0.97292,              0.0006,               4.058,             0.73037,             0.11994,             0.05653,             0.44294,             0.86513,               1.151,              1.3826,                 0.2,              2.2364,                   0,             0.01939,             0.80787,             0.42124,                   0,             0.15692,             0.33529,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.4709
             0.69729,             0.52542,             0.56245,             0.29969,            0.064184,            0.057708,           0.0079459,             0.00894,                0.01,              0.9211,             0.00051,              3.7244,             0.84329,             0.11098,             0.06092,             0.38667,              1.1908,               1.151,              1.1726,                 0.2,               2.226,                   0,             0.01488,             0.71729,             0.39884,                   0,             0.13463,             0.65505,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8108
             0.67344,             0.50728,             0.54845,              0.2618,             0.06171,            0.048398,            0.014984,             0.00822,             0.01273,             0.92934,             0.00052,               3.634,              0.9238,             0.09958,             0.05953,             0.56732,               1.236,               1.151,             0.94618,                 0.2,              2.1245,                   0,              0.0146,             0.50685,              0.3771,                   0,             0.17321,             0.57504,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
